FIRE_NAME,DISCOVERY_DOY,DISCOVERY_DATE,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,CONT_DOY,CONT_DATE
DIAMOND,148,2454979.5,2009,Lightning,22000,33.27555556,-108.0380556,NM,265,2455096.5
RENO,250,2455081.5,2009,Lightning,6322,33.60527778,-109.4438889,AZ,342,2455173.5
WILLIAMS CREEK,209,2455040.5,2009,Miscellaneous,8395,43.33861111,-122.7869444,OR,275,2455106.5
MELENDREZ PASS,149,2454980.5,2009,Lightning,5791,31.77083333,-110.8222222,AZ,159,2454990.5
BLANK,268,2448889.5,1992,Lightning,7379,45.18333333,-105.8833333,MT,289,2448910.5
SCOTT,231,2448852.5,1992,Lightning,6080,45.44166667,-115.9883333,ID,242,2448863.5
PORCUPINE CREEK,231,2448852.5,1992,Lightning,13925,45.51333333,-115.8166667,ID,308,2448929.5
CROOKED CREEK,233,2448854.5,1992,Lightning,23654,45.47833333,-115.635,ID,308,2448929.5
CREEL,155,2448776.5,1992,Lightning,29000,33.31666667,-108.4166667,NM,242,2448863.5
GOBBLER,175,2448796.5,1992,Lightning,6000,33.18333333,-108.5833333,NM,242,2448863.5
FOOTHILLS,232,2448853.5,1992,Lightning,177544,43.48,-115.6883333,ID,254,2448875.5
DUNNIGAN #2,246,2448867.5,1992,Arson,12860,43.655,-115.9666667,ID,256,2448877.5
COUNTY LINE,213,2448834.5,1992,Lightning,8310,44.40333333,-115.325,ID,223,2448844.5
COFFEE POT,215,2448836.5,1992,Lightning,38200,41.81666667,-115.6666667,NV,224,2448845.5
CANYON,215,2448836.5,1992,Arson,7180,41.75,-117.6,NV,218,2448839.5
WINDY RIDGE,232,2448853.5,1992,Lightning,17500,45.01333333,-116.81,ID,238,2448859.5
WARM SPRINGS,233,2448854.5,1992,Lightning,6500,45.24666667,-116.1783333,ID,251,2448872.5
TRAPPER,234,2448855.5,1992,Lightning,9500,42.12138889,-114.1755556,ID,239,2448860.5
CLEVELAND,273,2448894.5,1992,Miscellaneous,24580,38.775,-120.45,CA,286,2448907.5
RAINBOW,233,2448854.5,1992,Lightning,8800,37.55,-119.095,CA,260,2448881.5
BARKER,233,2448854.5,1992,Arson,5050,40.60166667,-123.0983333,CA,241,2448862.5
FOUNTAIN,233,2448854.5,1992,Arson,64000,40.76166667,-121.98,CA,243,2448864.5
GULCH,229,2448850.5,1992,Miscellaneous,18000,38.16833333,-120.6066667,CA,238,2448859.5
ROBINSON SPRING,259,2448880.5,1992,Lightning,10706,42.26,-120.9683333,OR,266,2448887.5
LONE PINE,215,2448836.5,1992,Children,30809,42.595,-121.6733333,OR,222,2448843.5
POST OFFICE BAY,146,2448767.5,1992,Arson,7400,30.06,-85.01,FL,152,2448773.5
BELL,141,2449128.5,1993,Lightning,13820,33.41666667,-108.1666667,NM,232,2449219.5
STONE,141,2449128.5,1993,Lightning,14700,33.66666667,-107.7833333,NM,232,2449219.5
BRUSH,134,2449121.5,1993,Lightning,32000,33.08333333,-108.5,NM,212,2449199.5
STRAW,141,2449128.5,1993,Lightning,11000,33.25166667,-108.38,NM,212,2449199.5
IRON,144,2449131.5,1993,Lightning,6400,33.39666667,-108.495,NM,195,2449182.5
BURGETT,108,2449095.5,1993,Campfire,5350,32.95166667,-105.6183333,NM,115,2449102.5
KINNELOA,300,2449287.5,1993,Campfire,5700,34.185,-118.0866667,CA,310,2449297.5
ORTEGA,300,2449287.5,1993,Miscellaneous,21384,33.47166667,-117.4883333,CA,307,2449294.5
GUEJITO,300,2449287.5,1993,Miscellaneous,20768,33.15833333,-116.9733333,CA,305,2449292.5
MARRE,268,2449255.5,1993,Smoking,43201,34.68666667,-119.9583333,CA,281,2449268.5
REPPLIER,306,2449293.5,1993,Equipment Use,8780,33.94,-116.8833333,CA,309,2449296.5
MARKHAM,166,2449153.5,1993,Lightning,35696,32.46333333,-110.3866667,AZ,171,2449158.5
FREEZEOUT,214,2449566.5,1994,Lightning,8212,46.44666667,-114.9533333,ID,293,2449645.5
HELEN CREEK,228,2449580.5,1994,Lightning,8497,47.71,-113.3316667,MT,275,2449627.5
LITTLE WOLF,227,2449579.5,1994,Lightning,10610,48.30333333,-114.8333333,MT,254,2449606.5
BLACK BUTTE,251,2449603.5,1994,Lightning,12500,45.67,-109.9916667,MT,257,2449609.5
NORTH FORK BIG CREEK,227,2449579.5,1994,Lightning,9000,48.75333333,-115.4883333,MT,293,2449645.5
SHEEP RANGE 3,227,2449579.5,1994,Lightning,5897,48.48833333,-115.7133333,MT,274,2449626.5
HENRY PEAK,207,2449559.5,1994,Lightning,8203,47.425,-114.76,MT,217,2449569.5
PETERSON-ELLIOTT,228,2449580.5,1994,Lightning,7150,43.86666667,-104.6916667,WY,230,2449582.5
PINNACLE,97,2449449.5,1994,Lightning,6000,33.81833333,-107.5983333,NM,212,2449564.5
POT,156,2449508.5,1994,Lightning,22200,33.70166667,-107.4616667,NM,211,2449563.5
POGUE,50,2449402.5,1994,Miscellaneous,6060,36.35833333,-103.2616667,NM,50,2449402.5
RATTLESNAKE,179,2449531.5,1994,Lightning,27720,31.90666667,-109.3033333,AZ,211,2449563.5
COTTONWOOD,173,2449525.5,1994,Lightning,11809,32.93833333,-110.23,AZ,201,2449553.5
REDINGTON,182,2449534.5,1994,Lightning,5153,32.26833333,-110.4533333,AZ,190,2449542.5
RINCON,187,2449539.5,1994,Lightning,14590,32.19,-110.4983333,AZ,205,2449557.5
MULE,145,2449497.5,1994,Lightning,5500,33.02333333,-109.0366667,NM,167,2449519.5
PIGEON,165,2449517.5,1994,Lightning,6250,33.09833333,-107.9016667,NM,211,2449563.5
PATOS,180,2449532.5,1994,Lightning,5133,33.74333333,-105.6833333,NM,253,2449605.5
ARMOR,180,2449532.5,1994,Lightning,5760,33.77166667,-111,AZ,193,2449545.5
STAR GULCH,231,2449583.5,1994,Arson,30655,43.695,-115.9333333,ID,280,2449632.5
RABBIT CREEK #1,209,2449561.5,1994,Lightning,146400,43.78166667,-115.6283333,ID,281,2449633.5
THUNDERBOLT,220,2449572.5,1994,Lightning,13400,44.72333333,-115.6516667,ID,303,2449655.5
PIONEER CREEK,222,2449574.5,1994,Lightning,7848,44.51833333,-114.8516667,ID,255,2449607.5
BLACK WILLOW,214,2449566.5,1994,Lightning,12031,39.43333333,-112.2166667,UT,225,2449577.5
CORRAL CREEK,214,2449566.5,1994,Lightning,115659,45.115,-116.1783333,ID,304,2449656.5
BRUSH LAKE,216,2449568.5,1994,Lightning,8300,45.04166667,-115.9733333,ID,304,2449656.5
BLACKWELL,215,2449567.5,1994,Lightning,55890,44.95666667,-116.005,ID,304,2449656.5
CORNISH,223,2449575.5,1994,Lightning,12568,45.305,-115.42,ID,304,2449656.5
PORPHYRY SOUTH,223,2449575.5,1994,Lightning,84677,45.295,-115.4816667,ID,304,2449656.5
DRY CANYON 2,216,2449568.5,1994,Lightning,10500,41.61666667,-111.3566667,UT,220,2449572.5
SECOND,177,2449529.5,1994,Miscellaneous,5120,33.15833333,-116.8666667,CA,197,2449549.5
JACK #1,203,2449555.5,1994,Lightning,28953,41.635,-123.6383333,CA,222,2449574.5
SPECIMEN,262,2449614.5,1994,Lightning,7015,41.365,-123.15,CA,285,2449637.5
BARKLEY,261,2449613.5,1994,Lightning,44683,40.135,-121.6783333,CA,283,2449635.5
DEVILS,184,2449536.5,1994,Miscellaneous,12303,34.30166667,-117.1283333,CA,190,2449542.5
PALM,182,2449534.5,1994,Lightning,20901,33.63666667,-116.5083333,CA,191,2449543.5
FAIRVIEW,178,2449530.5,1994,Debris Burning,6420,33.85,-116.6833333,CA,181,2449533.5
LUCAS #4,178,2449530.5,1994,Lightning,5179,35.455,-118.7133333,CA,183,2449535.5
BIG CREEK,236,2449588.5,1994,Miscellaneous,5250,37.20833333,-119.295,CA,245,2449597.5
COTTONWOOD,228,2449580.5,1994,Arson,46800,39.54166667,-120.3166667,CA,243,2449595.5
CRYSTAL,216,2449568.5,1994,Equipment Use,7310,39.50166667,-120.0666667,CA,227,2449579.5
JORDAN SPRINGS,239,2449591.5,1994,Lightning,5757.2,43.87,-118.7566667,OR,248,2449600.5
POWDER,240,2449592.5,1994,Lightning,5780,44.12333333,-118.3083333,OR,246,2449598.5
THUNDER,205,2449557.5,1994,Lightning,8900,48.78166667,-119.9816667,WA,242,2449594.5
MENDENHALL,202,2449554.5,1994,Lightning,6998,42.13666667,-123.725,OR,230,2449582.5
BOUNDARY,222,2449574.5,1994,Lightning,11081,45.03333333,-118.525,OR,234,2449586.5
ALDER,240,2449592.5,1994,Lightning,5700,45.69833333,-117.035,OR,246,2449598.5
FREEZEOUT,240,2449592.5,1994,Lightning,7449,45.375,-116.73,OR,249,2449601.5
TWIN LAKES,240,2449592.5,1994,Lightning,22330,42.08666667,-117.0533333,OR,272,2449624.5
GRANITE,240,2449592.5,1994,Lightning,7517,45.29,-116.6483333,ID,250,2449602.5
TYEE CREEK,205,2449557.5,1994,Lightning,140000,47.83333333,-120.3333333,WA,304,2449656.5
HATCHERY CREEK,205,2449557.5,1994,Lightning,12060,47.65166667,-120.765,WA,304,2449656.5
RAT,210,2449562.5,1994,Smoking,29435,47.54666667,-120.7433333,WA,304,2449656.5
COPPER BUTTE,212,2449564.5,1994,Lightning,10580,48.70444444,-118.4733333,WA,231,2449583.5
FISH DAY,141,2449493.5,1994,Arson,24600,34.88333333,-77.11666667,NC,141,2449493.5
GOOD FRIDAY,105,2449822.5,1995,Lightning,6885,41.87944444,-100.4841667,NE,106,2449823.5
HETT,198,2449915.5,1995,Lightning,19725,33.545,-109.14,AZ,240,2449957.5
SOUTH,97,2449814.5,1995,Lightning,10000,33.39833333,-108.1333333,NM,196,2449913.5
BONNER,178,2449895.5,1995,Lightning,29000,33.185,-107.8516667,NM,201,2449918.5
SPRITE,202,2449919.5,1995,Lightning,7691,33.25833333,-108.5683333,NM,231,2449948.5
H.B.,208,2449925.5,1995,Campfire,13000,33.68,-108.5466667,NM,237,2449954.5
BASIN,188,2449905.5,1995,Lightning,22092,33.95,-111.5833333,AZ,196,2449913.5
SQUAW,211,2449928.5,1995,Lightning,7000,34.15,-112.02,AZ,213,2449930.5
RIVER,182,2449899.5,1995,Miscellaneous,9500,33.58333333,-111.585,AZ,185,2449902.5
BATTLE CREEK,218,2449935.5,1995,Lightning,11034,40.51,-115.3683333,NV,224,2449941.5
TERRA,192,2449909.5,1995,Miscellaneous,7063,40.21666667,-112.7166667,UT,196,2449913.5
BUTTERFIELD,170,2449887.5,1995,Arson,7083,32.975,-116.4416667,CA,177,2449894.5
EL MONTE,239,2449956.5,1995,Smoking,8100,32.88833333,-116.8266667,CA,246,2449963.5
POLE,165,2449882.5,1995,Miscellaneous,5550,37.41333333,-118.6,CA,201,2449918.5
VERBENIA,216,2449933.5,1995,Equipment Use,23455,33.95166667,-116.6916667,CA,224,2449941.5
SAG CORRIDOR,222,2449939.5,1995,Campfire,12600,48.00666667,-90.77333333,MN,234,2449951.5
POT,173,2450255.5,1996,Lightning,7000,34.57166667,-111.4016667,AZ,179,2450261.5
CLARK PEAK,115,2450197.5,1996,Miscellaneous,6716,32.69833333,-109.9566667,AZ,137,2450219.5
HORSESHOE,139,2450221.5,1996,Miscellaneous,8650,35.42,-111.7816667,AZ,146,2450228.5
PINATOSA,72,2450154.5,1996,Miscellaneous,7100,34.20833333,-105.7766667,NM,77,2450159.5
DAMON/LONG,239,2450321.5,1996,Lightning,23398,41.565,-121.2466667,CA,243,2450325.5
LONE,118,2450200.5,1996,Campfire,58960,33.70666667,-111.3366667,AZ,135,2450217.5
BELLI,218,2450300.5,1996,Arson,6700,39.48333333,-119.9816667,NV,223,2450305.5
HENRY'S,248,2450330.5,1996,Lightning,9500,43.17833333,-105.7483333,WY,249,2450331.5
RACER,207,2450289.5,1996,Lightning,7376,37.45333333,-113.78,UT,211,2450293.5
QUINN,239,2450321.5,1996,Lightning,58307,41.97,-117.565,NV,246,2450328.5
BRIDGE,240,2450322.5,1996,Lightning,20000,44.67333333,-114.6866667,ID,336,2450418.5
BIG BRUIN/PNF,223,2450305.5,1996,Lightning,8100,45.445,-115.0833333,ID,276,2450358.5
SWET CREEK,205,2450287.5,1996,Lightning,38710,45.57,-114.7516667,ID,293,2450375.5
BRIDGER KNOLL,172,2450254.5,1996,Lightning,35907,36.455,-112.4383333,AZ,208,2450290.5
JUMP,174,2450256.5,1996,Lightning,17688,36.58,-112.5666667,AZ,208,2450290.5
BULL,226,2450308.5,1996,Lightning,8332,44.86833333,-118.6833333,OR,260,2450342.5
SUMMIT,226,2450308.5,1996,Lightning,37835,44.77666667,-118.6416667,OR,260,2450342.5
TOWER,227,2450309.5,1996,Lightning,50633,45.075,-118.5666667,OR,253,2450335.5
WHEELER POINT,223,2450305.5,1996,Miscellaneous,22000,44.96,-119.8766667,OR,230,2450312.5
CHARLTON,236,2450318.5,1996,Lightning,10400,43.79666667,-122.035,OR,284,2450366.5
HOCKDERFFER,172,2450254.5,1996,Lightning,16400,35.38,-111.7533333,AZ,185,2450267.5
SLOANS RIDGE,212,2450294.5,1996,Lightning,10137,44.90027778,-118.2938889,OR,238,2450320.5
POLE CREEK,168,2450250.5,1996,Lightning,10405.2,38.185,-112.3866667,UT,185,2450267.5
SHEPARD MTN,238,2450320.5,1996,Lightning,14890,45.17833333,-109.655,MT,256,2450338.5
CANYON,92,2450174.5,1996,Campfire,9523,37.62166667,-103.6216667,CO,95,2450177.5
BUFFALO CREEK,139,2450221.5,1996,Campfire,11875,39.33833333,-105.3383333,CO,145,2450227.5
WILDCAT,208,2450290.5,1996,Lightning,10146.2,44.295,-118.7416667,OR,258,2450340.5
DOME,116,2450198.5,1996,Campfire,16575,35.77666667,-106.415,NM,142,2450224.5
EIGHTH STREET,239,2450321.5,1996,Equipment Use,15263,43.64277778,-116.185,ID,246,2450328.5
SHEEP CREEK,227,2450309.5,1996,Lightning,16100,45.43666667,-116.5225,ID,253,2450335.5
SALT CREEK,215,2450297.5,1996,Lightning,52600,45.56555556,-116.5719444,OR,253,2450335.5
LOOKOUT,160,2450242.5,1996,Lightning,17000,33.215,-108.62,NM,250,2450332.5
LANGSTROTH,161,2450243.5,1996,Lightning,6500,33.27333333,-108.495,NM,215,2450297.5
ACKERSON,227,2450309.5,1996,Lightning,12371,37.855,-119.8266667,CA,256,2450338.5
FORK,224,2450306.5,1996,Arson,83323,39.25833333,-122.9166667,CA,251,2450333.5
SPRING,226,2450308.5,1996,Lightning,16358,43.035,-122.535,OR,289,2450371.5
TRIMMER 2,230,2450312.5,1996,Arson,5607,36.87,-119.3133333,CA,232,2450314.5
ADELAIDE,215,2450297.5,1996,Lightning,15706.4,38.75,-112.35,UT,228,2450310.5
GRAND,119,2450201.5,1996,Miscellaneous,10925,34.45944444,-118.9375,CA,125,2450207.5
BEE #2,181,2450263.5,1996,Miscellaneous,9620,33.735,-116.835,CA,188,2450270.5
MARPLE,239,2450321.5,1996,Arson,22000,34.525,-118.6433333,CA,248,2450330.5
HIGHWAY 58,228,2450310.5,1996,Equipment Use,106668,35.42,-120.4227778,CA,238,2450320.5
HONDO,126,2450208.5,1996,Debris Burning,7525,36.63166667,-105.6666667,NM,131,2450213.5
WILD,281,2450363.5,1996,Arson,25620,35.96833333,-121.4833333,CA,292,2450374.5
THEDFORD,79,2450527.5,1997,Smoking,9000,42,-100.5,NE,80,2450528.5
LOGAN,216,2450664.5,1997,Miscellaneous,49490,35.14166667,-120.1683333,CA,228,2450676.5
LILLY,117,2450565.5,1997,Lightning,25000,33.275,-108.3683333,NM,248,2450696.5
BAKER,286,2450734.5,1997,Debris Burning,6317,33.76833333,-117.66,CA,293,2450741.5
PAUBA,243,2450691.5,1997,Campfire,7231,33.495,-117.0066667,CA,246,2450694.5
JACKS,221,2450669.5,1997,Lightning,5693,35.61,-118.1166667,CA,230,2450678.5
CANYON 2,182,2450630.5,1997,Equipment Use,5200,34.16333333,-117.905,CA,189,2450637.5
NARROWS,225,2450673.5,1997,Debris Burning,18186,34.28333333,-117.75,CA,235,2450683.5
HOLIDAY,145,2450958.5,1998,Arson,24602,30.165,-84.51166667,FL,197,2451010.5
OAK,153,2450966.5,1998,Arson,20100,30.34,-82.50666667,FL,198,2451011.5
OSO,178,2450991.5,1998,Arson,5185,36.02333333,-106.3033333,NM,189,2451002.5
ROCK RABBIT,223,2451036.5,1998,Lightning,7198,45.2625,-115.2538889,ID,266,2451079.5
SHEEPEATER,228,2451041.5,1998,Lightning,5954,45.37666667,-114.3183333,ID,255,2451068.5
RAINIER CREEK,219,2451032.5,1998,Lightning,7980,45.40333333,-114.805,ID,292,2451105.5
NORTH 25 MILE,216,2451029.5,1998,Lightning,8500,47.96666667,-120.39,WA,309,2451122.5
BOYER,245,2451058.5,1998,Arson,7038,47.455,-114.25,MT,255,2451068.5
REFUGE,216,2451029.5,1998,Equipment Use,9700,41.88833333,-121.6966667,CA,219,2451032.5
EDNA,278,2451091.5,1998,Miscellaneous,28164,33.90666667,-116.8666667,CA,281,2451094.5
CHALLENGE,245,2451058.5,1998,Lightning,8800,48.26666667,-113.3766667,MT,282,2451095.5
PINE,234,2451412.5,1999,Lightning,30568,41.70972222,-121.0733333,CA,244,2451422.5
COW HOUSE,105,2451283.5,1999,Miscellaneous,6675,30.26666667,-84.43333333,FL,127,2451305.5
FRIENDLY,141,2451319.5,1999,Lightning,69060,30.475,-82.395,FL,161,2451339.5
SELLEM/USFS#5,240,2451418.5,1999,Miscellaneous,8312,38.26666667,-115.4333333,NV,245,2451423.5
BRIDGE,241,2451419.5,1999,Arson,7200,34.23361111,-117.85,CA,250,2451428.5
LA_JOLLA,273,2451451.5,1999,Debris Burning,6800,33.27388889,-116.8569444,CA,278,2451456.5
SUGAR,235,2451413.5,1999,Lightning,5440,40.86583333,-122.4355556,CA,250,2451428.5
JACKASS,235,2451413.5,1999,Lightning,5760,40.83555556,-122.4344444,CA,250,2451428.5
BOHEMOTASH,235,2451413.5,1999,Lightning,14090,40.78361111,-122.4675,CA,250,2451428.5
JONES,289,2451467.5,1999,Miscellaneous,26202,40.71861111,-122.2011111,CA,303,2451481.5
MEGRAM,235,2451413.5,1999,Lightning,124898,41.1025,-123.375,CA,307,2451485.5
TASSAJARA,251,2451429.5,1999,Lightning,23761,36.26833333,-121.6172222,CA,323,2451501.5
HARE,256,2451434.5,1999,Lightning,49551,36.01694444,-121.5005556,CA,284,2451462.5
FIVE,252,2451430.5,1999,Lightning,12960,36.21805556,-121.6344444,CA,283,2451461.5
SPANISH,199,2451377.5,1999,Equipment Use,14537,35.04555556,-119.9772222,CA,207,2451385.5
DEHAVEN,235,2451413.5,1999,Equipment Use,17000,40.30055556,-121.8316667,CA,243,2451421.5
BENTON,64,2451607.5,2000,Debris Burning,6179,30.46166667,-82.60333333,FL,69,2451612.5
WEST MOUNTAIN 2,183,2451361.5,1999,Miscellaneous,8826,40.08333333,-111.8166667,UT,188,2451366.5
BUCKS,235,2451413.5,1999,Lightning,34175,39.90166667,-121.3166667,CA,283,2451461.5
PENDOLA,289,2451467.5,1999,Miscellaneous,11725,39.47138889,-121.0863889,CA,298,2451476.5
GUN 2,271,2451449.5,1999,Miscellaneous,60390,40.22,-121.6622222,CA,298,2451476.5
NORTON CREEK,237,2451415.5,1999,Lightning,7878,44.86388889,-114.8497222,ID,312,2451490.5
WILLOW,240,2451418.5,1999,Miscellaneous,65000,34.2675,-117.1347222,CA,249,2451427.5
PAD,90,2451633.5,2000,Debris Burning,11000,33.50194444,-108.5022222,NM,98,2451641.5
CANYON II,213,2451756.5,2000,Lightning,15230,45.54333333,-115.0241667,ID,261,2451804.5
HASH ROCK   1086,236,2451779.5,2000,Lightning,18500,44.47833333,-120.5875,OR,283,2451826.5
ROUGH CRK,304,2451482.5,1999,Miscellaneous,7979,47.725,-103.2861111,ND,310,2451488.5
GAP/ROUGH CREEK,304,2451482.5,1999,Debris Burning,51627,47.67083333,-104.0166667,ND,310,2451488.5
BOBCAT,164,2451707.5,2000,Campfire,10599,40.44527778,-105.3352778,CO,171,2451714.5
OUTLET,131,2451674.5,2000,Miscellaneous,15427,36.31916667,-111.9847222,AZ,167,2451710.5
ROCKY HULL,204,2451747.5,2000,Lightning,9404,48.89333333,-119.4130556,WA,216,2451759.5
ANTELOPE,308,2451486.5,1999,Equipment Use,10000,43.45138889,-105.4694444,WY,308,2451486.5
VIVEASH,150,2451693.5,2000,Miscellaneous,28348,35.66777778,-105.6344444,NM,213,2451756.5
TRAIL CREEK,228,2451771.5,2000,Lightning,35238,43.7225,-115.1230556,ID,287,2451830.5
BURNT FLATS,223,2451766.5,2000,Lightning,22527,45.82166667,-116.2316667,ID,252,2451795.5
PUMPKIN,146,2451689.5,2000,Lightning,8759,35.38444444,-111.9008333,AZ,234,2451777.5
BLOODGOOD,201,2451744.5,2000,Lightning,16452,33.1675,-108.3186111,NM,312,2451855.5
GRAVES,206,2451749.5,2000,Lightning,7081,33.28527778,-108.3352778,NM,312,2451855.5
MONUMENT CANYON,209,2451752.5,2000,Lightning,10944,42.19305556,-113.1891667,ID,214,2451757.5
WEST BASIN,230,2451773.5,2000,Lightning,56010,41.97333333,-114.4502778,NV,241,2451784.5
PLASKETT 2,204,2451747.5,2000,Miscellaneous,5856,35.93027778,-121.4333333,CA,217,2451760.5
SOUTH SHELLROCK,224,2451767.5,2000,Lightning,8530,44.90194444,-115.9508333,ID,327,2451870.5
FLOSSIE,213,2451756.5,2000,Lightning,74998,45.38472222,-115.2855556,ID,327,2451870.5
THREE BEARS,214,2451757.5,2000,Lightning,15040,45.50138889,-115.0675,ID,304,2451847.5
DIAMOND POINT,213,2451756.5,2000,Lightning,149772,45.15138889,-115.1858333,ID,327,2451870.5
INDIAN,224,2451767.5,2000,Lightning,9371,44.86694444,-115.3175,ID,304,2451847.5
BURGDORF JCT.,196,2451739.5,2000,Lightning,64631,45.27666667,-115.8916667,ID,257,2451800.5
WALL,204,2451747.5,2000,Campfire,7530,38.68555556,-117.2522222,NV,217,2451760.5
CAMP,214,2451757.5,2000,Lightning,31194,41.72027778,-115.1955556,NV,229,2451772.5
COON CREEK,117,2451660.5,2000,Campfire,9359,33.78472222,-110.9172222,AZ,141,2451684.5
TOBIN,206,2451749.5,2000,Lightning,9264,45.59305556,-105.9347222,MT,217,2451760.5
STAG,208,2451751.5,2000,Lightning,61649,45.31722222,-106.2033333,MT,225,2451768.5
MAYNARD,213,2451756.5,2000,Lightning,48300,45.83,-114.0233333,MT,280,2451823.5
WARM SPRINGS,213,2451756.5,2000,Lightning,6450,45.85833333,-114.0233333,MT,275,2451818.5
BLODGETT TRAILHEAD,213,2451756.5,2000,Campfire,11486,46.26916667,-114.2333333,MT,306,2451849.5
THIRTY,213,2451756.5,2000,Lightning,5104,45.82166667,-114.7716667,ID,297,2451840.5
LONELY CREEK,212,2451755.5,2000,Lightning,19456,45.725,-114.8483333,ID,297,2451840.5
HAMILTON CREEK,213,2451756.5,2000,Lightning,16770,45.58,-114.8633333,ID,297,2451840.5
COYOTE,213,2451756.5,2000,Lightning,21998,46.07333333,-113.8933333,MT,246,2451789.5
BEAR,213,2451756.5,2000,Lightning,145040,45.96416667,-114.0172222,MT,335,2451878.5
FALLS,217,2451760.5,2000,Lightning,6333,46.24222222,-113.8055556,MT,335,2451878.5
LITTLE BLUE JOINT,195,2451738.5,2000,Lightning,5900,45.66333333,-114.4233333,MT,297,2451840.5
TAYLOR SPRINGS,213,2451756.5,2000,Lightning,21487,45.645,-114.155,MT,297,2451840.5
RAZOR,226,2451769.5,2000,Lightning,13200,45.635,-114.42,MT,297,2451840.5
MARLIN SPRINGS,230,2451773.5,2000,Lightning,6249,45.51833333,-114.26,MT,311,2451854.5
BURKE,214,2451757.5,2000,Lightning,7000,46.02444444,-114.0916667,MT,335,2451878.5
FONTENELLE,225,2451768.5,2000,Lightning,14750,42.22444444,-110.6347222,WY,266,2451809.5
ENOS,222,2451765.5,2000,Lightning,6600,43.96888889,-110.2694444,WY,285,2451828.5
BLIND TRAIL,225,2451768.5,2000,Lightning,9800,43.04944444,-110.6852778,WY,270,2451813.5
MORSE,224,2451767.5,2000,Lightning,5756,44.61666667,-113.7933333,ID,284,2451827.5
RANKIN CREEK,224,2451767.5,2000,Lightning,6710,44.37166667,-114.73,ID,246,2451789.5
LITTLE PISTOL,224,2451767.5,2000,Lightning,63760,44.76027778,-115.3341667,ID,294,2451837.5
BUTTS,213,2451756.5,2000,Lightning,26040,45.34361111,-114.7788889,ID,306,2451849.5
FILLY,213,2451756.5,2000,Lightning,7000,45.48,-114.6216667,ID,306,2451849.5
PACKER MEADOWS,218,2451761.5,2000,Lightning,5500,45.465,-114.745,ID,306,2451849.5
APAREJO,224,2451767.5,2000,Lightning,24639,44.925,-114.6766667,ID,306,2451849.5
SHORT CREEK II,227,2451770.5,2000,Lightning,5700,45.01666667,-114.7505556,ID,306,2451849.5
CLEAR CREEK,192,2451735.5,2000,Lightning,172135,45.22166667,-114.495,ID,336,2451879.5
LONG BAY,125,2451668.5,2000,Arson,6679,30.10166667,-84.74,FL,146,2451689.5
LYDIA MTN.,224,2451767.5,2000,Lightning,5895,48.66722222,-115.1338889,MT,257,2451800.5
CLIFF POINT,223,2451766.5,2000,Lightning,6660,48.76694444,-115.3344444,MT,257,2451800.5
STONE HILL,224,2451767.5,2000,Lightning,11115,48.81416667,-115.1688889,MT,257,2451800.5
